wos_id,prediction,probNeg,probPos,weightN,weightP,id,wos_id,doi,source,title,pubtype,doctype,pubyear,pubmonth,language,abstract,subject_con,is_comp,Economics and business,Educational sciences,Law,Media and communication,Other social sciences,Political science,Psychology,Social and economic geography,Sociology,prediction_partial,probNeg_partial,probPos_partial,weightN_partial,weightP_partial,pred,pred_part
WOS:000202998700003,1,0.08220156835732824,0.9776679813524796,-1.1322356462478638,1.2805677652359009,50720884,WOS:000202998700003,,INFORMATION TECHNOLOGY AND LIBRARIES,Search across different media: Numeric data sets and text files,Journal,Article,2006.0,12.0,English,"Digital technology encourages the hope of searching across and between different media forms (text, sound, image, numeric data). Topic searches are described in two different media: text files and socioeconomic numeric databases and also for transverse searching, whereby retrieved text is used to find topically related numeric data and vice versa. Direct transverse searching across different media is impossible. Descriptive metadata provide enabling infrastructure, but usually require mappings between different vocabularies and a search-term recommender system. Statistical association techniques and natural-language processing can help. Searches in socioeconomic numeric databases ordinarily require that place and time be specified.",Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,1,0.3761513800275404,0.7648760363068882,-0.3040787875652313,0.20183728635311127,Computational,Computational
WOS:000202998700004,1,0.21812538651433608,0.9037621266084449,-0.5595663189888,0.717058002948761,50658341,WOS:000202998700004,,INFORMATION TECHNOLOGY AND LIBRARIES,"Machine assistance in collection building: New tools, research, issues, and reflections",Journal,Review,2006.0,12.0,English,"Digital tool making offers many challenges, involving much trial and error. Developing machine learning and assistance in automated and semi-automated Internet resource discovery, metadata generation, and rich-text identification provides opportunities for great discovery, innovation, and the potential for transformation of the library community. The areas of computer science involved, as applied to the library applications addressed, are among that discipline's leading edges. Making applied research practical and applicable, through placement within library/collection-management systems and services, involves equal parts computer scientist, research librarian, and legacy-systems archaeologist. Still, the early harvest is there for us now, with a large harvest pending. Data Fountains and iVia, the projects discussed, demonstrate this. Clearly, then, the present would be a good time for the library community to more proactively and significantly engage with this technology and research, to better plan for its impacts, to more proactively take up the challenges involved in its exploration, and to better and more comprehensively guide effort in this new territory. The alternative to doing this is that others will develop this territory for us, do it not as well, and sell it back to us at a premium. Awareness of this technology and its current capabilities, promises, limitations, and probable major impacts needs to be generalized throughout the library management, metadata, and systems communities. This article charts recent work, promising avenues for new research and development, and issues the library community needs to understand.",Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,0,0.8640238132770512,0.3307290100601081,0.9980759024620056,-0.8510446548461914,Computational,Not Computational
WOS:000202998700005,1,0.09711941421168438,0.97245558523163,-0.9974383711814879,1.232210636138916,50634368,WOS:000202998700005,,INFORMATION TECHNOLOGY AND LIBRARIES,Academic web site design and academic templates: Where does the library fit in?,Journal,Article,2006.0,12.0,English,"Academic Web site design continues to evolve as colleges and universities are under increasing pressure to create a Web site that is both hip and professional looking. Many colleges and universities are using templates to unify the look and feel of their Web sites. Where does the library Web site fit into a comprehensive campus design scheme? The library Web site is unique due to the wide range of services and content available. Based on a poster session presented at the Twelfth Annual Association of College and Research Libraries conference in Minneapolis, Minnesota, April 2005, this paper explores the prevalence of university-wide academic templates on library Web sites and discusses factors libraries should consider in the future.",Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,0,0.9026823656847459,0.2812346735613981,1.1866605281829834,-1.0407299995422363,Computational,Not Computational
WOS:000202998700006,1,0.2762174801167597,0.8607239499824729,-0.4285532832145691,0.5347491502761841,50822319,WOS:000202998700006,,INFORMATION TECHNOLOGY AND LIBRARIES,"Helping the hacker? Library information, security, and social engineering",Journal,Article,2006.0,12.0,English,"Social engineering is the use of nontechnical means to gain unauthorized access to information or computer systems. While this method is recognized as a major security threat in the computer industry, little has been done to address it in the library field. This is of particular concern because libraries increasingly have access to databases of both proprietary and personal information. This tutorial is designed to increase the awareness of library staff in regard to the issue of social engineering.",Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,1,0.5549803251130201,0.6106847167680023,0.0821828544139862,-0.13863131403923035,Computational,Computational
WOS:000203462200001,1,0.042541795956023885,0.9916040263952844,-1.4994916915893557,1.6143033504486084,49257815,WOS:000203462200001,,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION E,Inter-university collaboration in Canada,Journal,Article,2005.0,12.0,English,"This study examines the extent of inter-institutional collaboration between scholars in the 48 major Canadian universities, and also determines the factors that influence such collaboration. Documents included in the Science Citation Index Expanded, Social Science Citation Index, and Arts & Humanities Citation Index of the online ISI's Web of Science database for 1991-2004 were used as sources of data for the study. Making use of the author's affiliation field, we were able to determine the number of publications co-authored by scholars ill each pair of universities. Multiple regression analysis was used to determine the influence of factors such as geographical distance, province, language, time zone, age, and peer group on collaboration. Only province and peer group were included in the final regression model.",Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,0,0.6500958362617185,0.529148772299595,0.3055524528026581,-0.31390804052352905,Computational,Not Computational
WOS:000203462200002,1,0.09428983918910223,0.9732828158932078,-1.0283600091934204,1.2339859008789062,48893723,WOS:000203462200002,,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION E,"Complementary or discrete contexts in online indexing: A comparison of user, creator, and intermediary keywords",Journal,Article,2005.0,12.0,English,"This paper examines the context of online indexing from the viewpoint of users, authors, and intermediaries. User, author, and intermediary keywords were collected from journal articles tagged on CiteULike and analysed. Descriptive statistics and thesaural term comparison show that there are important differences in the context of keywords from the three groups.",Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,1,0.38631701420519626,0.7592167336324115,-0.26552706956863403,0.19729310274124146,Computational,Computational
WOS:000204105500001,1,0.434590862463009,0.7386407218836492,-0.0575791709125042,0.2055653929710388,52858385,WOS:000204105500001,,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION E,Re-conceptualizing the reference transaction: The case for interaction and information relationships at the public library reference desk,Journal,Article,2007.0,3.0,English,Preliminary data from a larger ethnographic case study using observation and interviewing techniques in two reference desk ecologies in a Canadian urban public library are presented. The reference encounter is characterized from a knowledge sharing perspective; the experiential and communication dimensions of the client-staff information relationship are explored.,Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,0,0.9452273086340106,0.223624827302686,1.547237753868103,-1.300995945930481,Computational,Not Computational
WOS:000204105500002,1,0.2891079279066389,0.8496727452819516,-0.4086391031742096,0.4910814464092255,52451912,WOS:000204105500002,,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION E,Exploring information worlds in a disadvantaged community: A UK perspective,Journal,Article,2007.0,3.0,English,"This study explored the everyday information behaviour of twenty-one people living on a disadvantaged housing project in the United Kingdom. The findings suggest that affective aspects of information behaviour are key, that trust is vital, and that the term information can be a semantic barrier. The study further proposes ways to enable information access.",Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,0,0.6871831581859548,0.4909402166349683,0.3755854964256287,-0.4113975167274475,Computational,Not Computational
WOS:000204105500003,1,0.07010093795397428,0.982278516225006,-1.227861762046814,1.3572781085968018,52633301,WOS:000204105500003,,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION E,Visualization of scientific knowledge: Integration of users' needs,Journal,Article,2007.0,3.0,French,This study examines users' requirements for integrating them on visualization techniques adapted for scientific knowledge evolution. Our aim consists in optimizing the message conveyed by graphic and dynamic representations through user's goals and expectations comprehension.,Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,1,0.5039046628098225,0.6538865463490399,-0.03358198329806328,-0.04920095205307007,Computational,Computational
WOS:000204105500005,1,0.5460495166620027,0.6271164246612243,0.09954188764095306,-0.0851796492934227,52574872,WOS:000204105500005,,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION E,Informational practices of the medical staff in university hospital centres: Crossroads of the scientific logic and the professional culture,Journal,Article,2007.0,3.0,English,The digital technologies produce important changes in the specialized information practices. This study alms at characterizing the practices of the medical staff in university hospitals. This population is particularly interesting since the informational practices are both a support for the professional activities and a means of continuous education.,Information Science & Library Science,explicitly computational,False,False,False,True,False,False,False,False,False,0,0.8946667830317508,0.2974093119544245,1.1683534383773804,-0.9709690809249878,Computational,Not Computational
